Subject,Trial,Gaussian_Centroid,Standard_Deviation,Reaction_Time,Secondary_Task_Acc,Net_Cognitive_Load,Speed,Number_of_Fish,Turbidity,CameraDistance,Fish_Type
6,18,1,0.1,-0.250352883896041,-0.401593372583645,0.217025548644306,3,12,3,2,2
6,19,1,0.1,-0.966781224772113,2.22701779341839,0.610685608786072,3,10,3,1,1
6,20,1,0.1,-0.91031396637794,2.22701779341839,-0.466156377009175,7,10,7,1,1
6,21,1,0.1,-0.403873242655199,-0.839695233583985,-0.232699371401729,7,10,3,1,0
6,22,1,0.1,-0.959722817472841,-0.401593372583645,0.870641819556075,7,12,3,1,2
6,23,1,0.1,-0.423283862728196,-0.401593372583645,0.247446873713647,7,8,7,2,1
6,24,1,0.1,-0.289174124042035,-0.401593372583645,0.404543043431602,7,12,3,2,0
7,1,1,0.1,1.46706724705617,-0.290957186981324,-0.893863309381574,7,8,7,2,2
7,2,1,0.1,3.76560498367291,-0.290957186981324,-1.08950297474204,3,8,7,1,2
7,3,1,0.1,0.939971510647681,-0.290957186981324,-0.30657068715356,7,12,3,2,2
7,4,1,0.1,0.085942975707351,-0.290957186981324,-0.200512490723651,3,12,7,2,2
7,6,1,0.1,-0.254334018682937,-0.290957186981324,0.747092312665011,7,8,3,1,0
7,7,1,0.1,-0.457833005524187,-0.290957186981324,0.290907214271505,3,8,3,2,0
7,8,1,0.1,-0.368871699801236,-0.290957186981324,0.156972633428926,3,8,3,2,1
7,9,1,0.1,0.065926681919687,-0.290957186981324,-0.196991130345443,3,8,7,1,1
7,10,1,0.1,-0.331063144868982,2.76409327632257,-0.0612914002192113,7,10,3,1,2
7,12,1,0.1,-0.00524236265867385,1.23656804467062,0.0084234391339463,7,12,3,1,1
7,13,1,0.1,-0.510097772636421,-0.290957186981324,0.74247137445146,7,8,3,2,1
7,14,1,0.1,-0.472289217704167,-0.290957186981324,0.330667371268723,3,12,7,2,0
7,15,1,0.1,-0.541234229639454,-0.290957186981324,0.832844499753165,7,8,7,2,0
7,16,1,0.1,-0.531226082745622,-0.290957186981324,0.0699398579788461,3,12,3,2,2
7,17,1,0.1,-0.294366606258265,-0.800132264198639,-0.0407454803031824,3,10,3,1,2
7,19,1,0.1,-0.425584532199618,-0.800132264198639,-0.22275677598517,7,10,7,2,1
7,20,1,0.1,-0.446712842308818,-0.800132264198639,-0.0659887565855182,3,10,7,1,0
7,21,1,0.1,-0.430032597485765,2.76409327632257,0.200352272382203,7,10,7,1,1
7,22,1,0.1,-0.401120173125806,-0.290957186981324,0.0539296650954641,7,8,7,1,2
7,23,1,0.1,-0.516769870565642,-0.290957186981324,-0.458968670513779,7,12,7,1,0
7,24,1,0.1,-0.337735242798203,-0.290957186981324,-0.0190365493694865,7,8,3,2,0
8,1,1,0.1,1.74430280251217,-0.81401415689105,0.367468231024543,3,10,7,1,1
8,2,1,0.1,1.95922110775353,-0.222003860970287,0.219401680383227,3,8,3,2,0
8,3,1,0.1,1.11011763950489,-0.81401415689105,0.767362272067194,7,10,3,2,2
8,4,1,0.1,1.51881474455403,-0.81401415689105,0.18823135575581,7,10,3,2,0
8,5,1,0.1,0.070758622354054,-0.222003860970287,-0.0530379372433649,3,8,3,1,1
8,6,1,0.1,-0.0490319084362115,1.554027026792,-0.36243889829201,7,12,7,2,0
8,7,1,0.1,1.08193163226012,-0.222003860970287,0.13813113605628,7,8,7,1,1
8,8,1,0.1,1.17353615580562,-0.222003860970287,0.103631041518201,3,8,3,2,2
8,9,1,0.1,-1.06020491834228,-0.222003860970287,-1.36279229674572,3,8,7,1,2
8,10,1,0.1,-0.817100605856149,-0.222003860970287,-0.101473861630794,7,8,3,1,0
8,11,1,0.1,-0.891088874873666,-0.222003860970287,-0.216662791181851,3,8,7,1,0
